W1,T1,W2,T2,W3,T3,W4,T4,W5,T5,W6,T6
日食,a solar eclipse,援助,assistance,嫌い,hate,家賃を払う,to pay the rent,サングラス,sunglasses,顔付き,(outward) looks
受付,reception (desk),表情,expression,レポート,the report,マージン,a margin,考え方いかんで,depending on perspective,崩れる,collapse
複数,multiple,崩壊する,to collapse,ショップ,a shop,値打ち,value,争点,point at issue,受付,a receptionist
大晦日,new year's eve,必ずしも,not necessarily,着席,seating,内乱,civil war,手すり,railings,枕,a pillow
仕事,work,意地,"stubbornness, disposition",解説,explanation,寒い,cold,厚い,thick,翌朝,next morning
暑いです,it’s hot,竜巻,a tornado,小説家,novelist,節度,"moderation, standard",埋める,bury,プレゼント,a present
高まる一方だ,It's only getting better,児童,children,金串,metal skewer,来る,coming,西洋,western,魚釣り,fishing
日に日に,day by day,不注意によって,by carelessness,金,friday,借りる,to borrow,観光案内所,the tourist info office,バス停,bus stop
休日,holiday,一緒に,together,不本意,reluctant,洋風,western style,宝石,"gem, jewel",読み書き,reading and writing
雪崩,an avalanche,遅い,slow,所得税,an income tax,前,before,多様性,diversity,学長,dean
ムースーン,the moosoon,労力,labor,日曜日,sunday,仲間たちとともに,with friends,駐車場,a car park,陸上,land
受け続ける,to continue to receive,見事,spectacle,勝負,victory,身振り,gestures,シティーセンター,the city centre,国境,a border
元来,original,用意,preparation,勢い,momentum,七,7th,囲む,surround,例える,compare
住む,live,去る,leave,沿岸,coast,優秀,excellent,テナント,a tenant,教会,a church
飲む,drink,条件,condition,離れる,to be separated,合併,a merger,複数,several,亡命,seeking asylum
日程,schedule,楽しむ,enjoy,ターゲット市場,target market,六つ,six,ハウジング,housing,考えればいい,just think about it
六日,"6 days, 6th day",息子,son,掛ける,hang,接待,entertainment,努める,strive,蚊よけ,a mosquito repellent
受講,taking a lecture,栄養不良,to be ill-nourished,解雇,a lay-off,豆乳,soy milk,互換,interchange,魚市場,fish market
敵,enemy,夫,husband,両脇,both sides,公設,public (institution),些か,"a little, a bit",旅行する,to travel
曇る,to cloud over,協同組合,cooperative,両側,Both sides,道路建設,road construction,停車禁止,no stopping,自慢,boast
車,car,旅行代理店,a travel agency,うな丼,eel rice bowl,臆病,timidity,記念碑,a monument,目的地,a destination
給料日,payday,精神科,psychiatry,広げる,spread,進入禁止,do not enter,出力,output,首都,a capital
受精卵,fertilized egg,再来月,next month,小説,novel,身なり,personal appearance,住民,the citizens,注意力,attentiveness
人権にかかわる,concerning human rights,同月,same month,考える,think,無料プレゼント,a free gift,疲れ,tiredness,大切,important
湿った,damp,月刊雑誌,monthly magazine,取り扱う,handle,広告,an advertisement,出荷,shipping,バス停,a bus station
即日,same day,自由,free,方針,policy,方,way,役目,"duty, role",窓口,ticket window
予定日,scheduled date,軽い,light,巨木,big tree,設える,to provide,鉄片,iron scraps,豆,beans
七日,"7 days, 7th day",きゅうめい,the rescue,歯,teeth,大概,mostly,世界,world,言い付ける,to tell (to do)
行く,go,火薬,tinder,今晩,tonight,何,what,お互い,each other,連れていく,to take with you
日本語,japanese,名前,name,ニュースによると,according to the news,続けたあげく,after a long time,反論,refutation,気付く,to notice
溶融する,to melt,約束した以上,so long as you promised,取締役会,the board of directors,遅らせる,delay,乾燥機,drying machine,くっ付く,to adhere to
数,number,半月,half month,バスで,by bus,営業会議,a sales conference,汚染,pollution,絞る,squeeze
初日,first day,保証,a guarantee,生まれ,birth,行事,events,集める,gather,停止,stoppage
思い出すにつけ,the more I remember,被害の程度,extent of damage,溝,ditch,追及,"investigation, questioning",天井,ceiling,添付,"attaching, appending"
末日,last day,支配,"domination, rule",採算,profitability,産婦人科,obstetrics and gynecology,保健,health,歌声,singing voice
弁論,argue,道路工事,roadworks,米,rice,文句を言うために,to complain,超高層ビル,a skyscraper,天然,natural
高速道路,"highway, freeway",月経周期,menstrual cycle,文化財,cultural assets,乳製品,dairy products,劇場,a theatre,牛,cow
休める,rest,基地,base,並行,going abreast,接待費,entertainment expenses,石造,stone-built,詰まる,to be packed (with)
単純,simple,単語,word,丸で,"quite, entirely",溶接,welding,世話役,mediator,辞書,dictionary
受け持つ,to take charge of,去年,last year,老人,old man,底,bottom,役立つ,to be useful,停学,suspension from school
申請,application,範囲,range,参拝,visit to a shrine,貧乏人,the poor,余計,extra,零,zero
弾む,bouncy,鮮やか,vivid,不注意,carelessness,学問,study,錻力,tin plate,姉さん,sister
無視,ignore,生協,co-op,日に限って,only on the occasion of,改まる,to get better,大戦,the great war,通貨,a currency
使う,use,高等学校,high school,市場,a market,木綿,cotton,お祖父さん,grandfather,出身,person's origin
濃霧,the dense fog,停止,stop,予算,a budget,建設者,architect,遠足と言うと,when you say field trip,歩道,a pedestrian road
従業員,employee,はしご,a ladder,十,ten,募集する,to recruit,話,story,熱帯魚,tropical fish
大気圧,the atmospheric pressure,月謝,monthly fee,茶色,brown,方面,direction,配達用バン,the delivery van,悪質,malignant
付いて行く,to accompany,学科,study subject,利点,an advantage,合理的,reasonable,変化,the change,別れ,farewell
頭,head,婦人科,gynecology,紳士,gentleman,成年,adult,警察署,a police station,思い付く,to think of
当日,on the day,火星,mars,親しむ,befriend,市場調査,a market survey,亜硝酸塩,nitrite,停戦,ceasefire
滑らか,smooth,支払う,payment,世間並み,typical,伸ばす,extend,付近,vicinity,目付き,look (in someone's eyes)
半日,half day,火口,mouth of fire,評価,evaluation,節約,economising,乾季,dry season,心配のあまり,so worried
大学,university,火元,fire origin,実績,achievements,確立する,to establish,日焼け止め,suncream,充電する,to charge
生物,biology,消す,turn off,自転車,bicycle,可及的,"as possible, accessible",再開,reopen,気をつける,to be careful
瞬く,to blink,家事,household chores,自在, doing at will,シャンプー,shampoo,トランザクション,a transaction,見る,"to see, look, watch"
うなずく,to nod,整然とした,"tidy, orderly",所在,whereabouts,フェイシャルケア,facial care,ローンを付与する,to grant a loan,目を細める,to squint
拍手する,to applaud,汚い,filthy,内在,inherence,バスマット,the bath mat,買う,to buy,見つめる,to stare at
欠伸が出る,to yawn,軟化剤,softener,在宅,being at home,顔色,the complexion,購入する,to purchase,よく勉強する,to study closely
見下ろす,to look down,繊維柔軟剤,fabric softener,実在,actual existence,マニキュア,nail polish,両替する,to change money,テレビを見ること,to watch tv
腕を折る,to fold one’s arms,ペーパータオル,paper towel,在住,residing,トイレ用品,toilet accessories,ローンを申し込む,to apply for a loan,ウィンクする,to wink
キックする,to kick,ワックス,wax,在籍,being enrolled,アカウント,an account,安全を求める,to ask for security,可聴,audible
キスをする,to kiss,洗濯洗剤,laundry detergent,駐在,residence,高価な,expensive,使う,to spend,耳が聞こえない,deafening
靴を脱ぐ,to take your shoes off,粉末洗剤,washing powder,在職,being in office,貯蓄,savings,預金する,to deposit,聴覚,hearing
避ける,to avoid,手袋,gloves,所在地,"location, address",現金,cash,入金する,to deposit,急性聴覚,acute hearing
顔を作る,to make faces,ゴム手袋,rubber gloves,潜在,potentiality,銀行,a bank,銀行口座,a bank account,騒々しい,buzzing
ウィンクする,to wink,重曹,baking soda,散在,to be scattered,証券取引所,stock exchange,保存する,to save,煩い,"loud, noisy"
波に,to wave,洗浄液,cleaning fluid,自由自在,"free, unrestricted",変化,the change,借りる,to borrow,パチパチ,crackling
顔を作る,to make a face,汚れ物,dirty laundry,潜在意識,subconsciousness,お金,money,赤字になる,to be in the red,低い,low
凝視する,to stare,食器洗い洗剤,dish soap,在庫切れ,(being) out of stock,資金洗浄,money laundering,節約する,to be thrifty,低音,low-pitched
パンチする,"to punch, to hit",トイレットペーパー,toilet paper,しわクリーム,anti wrinkle cream,クレジット,a credit,充電する,to charge,きしむ,creaking
眉をひそめる,to frown,食器洗い機,dishwasher,アフターシェーブ,after-shave,デビット,debit,誰かに信用を与える,to give somebody credit,補聴器,the hearing aid
平手打ちをする,to slap,石鹸,soap,コンディショナー,conditioner,賃金,wages,破産する,to go bankrupt,エコー,the echo
クスクス笑う,to giggle,ホワイトビネガー,white vinegar,薬箱,the medicine cabinet,バランス,a balance,小切手を書く,to write a check,爆発,the explosion
肩をすくめる,to shrug,漂白,bleach,脱毛,hair removal,為替レート,an exchange rate,変化を保つために,to keep the change,インターホン,the intercom
チラッと見る,to glance at,ダート,the dirt,バスタブ,the bathtub,割引率,a discount rate,注ぎ込む,to invest,歌,the song
手を上げる,to raise one’s hand,ほこり,dust,ヘアブラシ,hair brush,レート,a rate,推測する,to speculate,ラジオ,the radio
見上げる,to look up,清潔さ,cleanliness,歯ブラシ,toothbrush,給与,a salary,ギャンブルする,to gamble,声,the voice
指す,to point at,泥,dirt,シェービング,shaving,手数料,fees,小切手を発行する,to issue a cheque,雑音,the noise
頭を傾ける,to tilt your head,料理,the dishes,クリーム,cream,金融市場,financial markets,小切手を作成する,to make out a cheque,ヘッドフォン,the headphones
ハグする,to hug,世帯,the household,フォーム,foam,金銭的な,monetary,で口座を開く,to open an account with,ヘッドセット,the headset
深呼吸する,to take a deep breath,ごみ,the garbage,保湿剤,moisturizer,銀行家,a banker,現金を支払う,to pay cash,スピーカー,the loudspeaker
笑う,to laugh,ごみ,garbage,にわか雨,the shower,紙幣,a bank note,払い戻しへ,to refund,防音壁,the sound barrier
頭を掻く,to scratch one’s head,家庭ごみ,household garbage,ネイルファイル,the nail file,給与明細,a pay slip,撤退する,to withdraw,ささやき,the whisper
喉をきれいにする,to clear one’s throat,製品,products,マニキュア,manicure,外貨両替所,a foreign exchange office,小切手を換金する,to cash a cheque,沈黙,the silence
首を振る,to shake one’s head,掃除,clean,ペディキュア,pedicure,小切手帳,a cheque book,監査する,to audit,音,the sound
握手をするために,to shake hands,汚れた,dirty,ピンセット,the tweezers,チェック,a cheque,色覚異常,colorblind,雷,the thunder
拳を握る,to clench one’s fist,掃除機,a vacuum cleaner,粉末,the powder,ブランクチェック,a blank cheque,乱視,astigmatism,耳栓,the earplugs
歯を食いしばる,to clench one’s teeth,ほうき,a broom,バスルーム,the bathroom,ゴムチェック,a rubber cheque,明るい,bright,イヤホン,the earphones
笑顔に,to smile,布,a cloth,ナプキン,the napkin,安全な,a safe,色付きの連絡先,colored contacts,みみ,the ears
舌を出す,to stick out your tongue,芳香剤,an air freshener,生理用ナプキン,sanitary napkin,オーバードロー口座,an overdrawn account,眩しい,dazzling,聴覚障害者,hearing-impaired
笑い,a giggle,染み抜き剤,a stain remover,毛髪染料,hair dye,銀行口座,a bank account,目の検査,the eye exam,サイレント,silent
腕を組む,arms folded,エアラー,an airer,うがい薬,mouthwash,普通預金口座,a savings account,闇,the dark,リンギング,ringing
交差する,crossed,アイロン,an iron,バブルバス,the bubble bath,現在のアカウント,a current account,角膜,the cornea,聴覚障害者,deaf
足を組んだ,legs crossed,洗濯機,a washing machine,リップグロス,lip gloss,当座預金,a checking account,目の色,the eye’s color,ハミングする,to hum
目を見開いて,eyes wide open,食洗機,a dishwasher,日焼け,the tan,当座貸越,an overdraft,虫眼鏡,the magnifying glass,雷鳴する,to thunder
拒絶,thumbs down,洋服かご,a clothes basket,修正者,the corrector,定期預金,a term deposit,光,the light,ざわめく,to rustle
いいぞ,thumbs up,ダスター,a duster,綿棒,cotton swab,銀行のマネージャー,a bank manager,盲人,the blind person,歌うために,to sing
あくび,a yawn,フェザーダスター,a feather duster,爪切り,the nail clipper,現金自動預け払い機,an atm,瞳孔,the pupil,囁く,to whisper
ウインク,a wink,洗浄剤,a cleaning product,リップペンシル,the lip pencil,銀行員,bank clerk,網膜,the retina,きしむ,to creak
一目,a glance,窓拭き用品,window cleaning product,アイブローペンシル,eyebrow pencil,関心,an interest,ビジョン,the vision,を聞くこと,to listen to
キック,a kick,ゴミ袋,a garbage bag,メイク落とし,the makeup remover,金の延べ棒,a gold bar,ナイトビジョン,the night vision,聞く,to hear
パンチ,a punch,バケツ,a bucket,歯磨き粉,toothpaste,家賃,a rent,光景,the sight,静かにする,to be silent/quiet
肩をすくめる,a shrug,乾燥機,a dryer,消臭剤,the deodorant,支払手段,a mean of payment,景色,"the view, the scene",バズする,to buzz
運動,a movement,エプロン,an apron,リムーバー,the remover,安全なクレジット,a secured credit,点字,the braille,いびきをかく,to snore
サイン,a sign,布巾,a dish-towel,アイシャドウ,eye shadow,不動産ローン,A real estate loan,盲導犬,the guide dog,耳を刺す,to prick up one’s ears
笑い,a laugh,ごみ処理,a garbage disposal,デンタルフロス,dental floss,ローン,a loan,顕微鏡,the microscope,口笛を吹く,to whistle
信号,a signal,盆地,a basin,財団,the foundation,レシート,a receipt,外観,the look,鳴らす,to ring
うなずき,a nod,ブラシ,a brush,手ぬぐい,the washcloth,銀行取引明細書,a bank statement,望遠鏡,the telescope,親愛なる,to deafen
笑い,a smile,トイレブラシ,a toilet brush,シャワージェル,the shower gel,計算書,a statement of account,双眼鏡,the binoculars,ホット,hot
平手打ち,a slap,物干し,a clothesline,流し,the sink,金利,an interest rate,コンタクトレンズ,the contact lenses,柔らかい,soft
しかめっ面,a grimace,スポンジ,a sponge,化粧,makeup,銀行振込,a bank transfer,コンタクト,the contacts,硬い,hard
ひざまずいて,on one’s knees,ちりとり,a dustpan,マスカラ,mascara,小売銀行,a retail bank,眼鏡,the glasses,ふわふわ,fluffy
仰向けになって,lying face down,洗濯ばさみ,a clothespin,バスルーム家具,bathroom furniture,プライベートバンク,a private bank,サングラス,the sunglasses,麻痺,"numb, paralysis"
四つんばい,on all fours,ゴミ箱,a garbage can,鏡,the mirror,貯蓄銀行,a saving bank,輝度,brightness,皮膚,the skin
しゃがむ,squatting,モップ,a mop,メイクアップキット,the makeup kit,銀行のレジ係,a bank cashier,近視,nearsighted,握手,the handshake
ひざまずく,kneeling,ナプキン,a napkin,香水,the perfume,銀行カード,a bank card,黒と白,black and white,指先,the fingertips
横になる,lying down,染み,a stain,くし,the comb,クレジットカード,a credit card,現れる,to appear,ストローク,the stroke
座っている,sitting down,在日,resident in Japan (foreigner),バスローブ,bathrobe,借金,a debt,盲目にする,to blind,風邪,the cold
立っている,standing,現在,the present,体重計,the bathroom scale,外貨,a foreign currency,瞬く,to blink,スムーズ,smooth
横になっている,lying stretched out,存在,existence,タオル掛け,the towel rack,外国為替,a foreign exchange,眩惑する,to dazzle,粗い,rough
傾いている,leaning,在庫,"stock, inventory",かみそり,the razor,ハード通貨,a hard currency,消えるために,to disappear,シルキー,silky
寄りかかる,leaning against,滞在,"stay, sojourn",電気シェーバー,the electric shaver,通貨,a currency,調べる,to examine,ノックする,to knock
ひじに寄りかかる,leaning on one’s elbows,在学,attending school,口紅,the lipstick,子会社,a subsidiary,点灯する,to light up,ヒットする,to hit
仰向けになって,lying on one’s back,不在,absence,せっけん,the soap,住宅ローン,a mortgage,観測する,to observe,擦る,to rub
ぶら下げ,hanging,健在,in good health,ドライヤー,the hairdryer,コイン,a coin,再現する,to reappear,引っ掻く,to scratch
脳卒中,cerebral haemorrhage,食欲,the appetite,辛い,spicy,唾液,the saliva,飲み込む,to swallow,塩に,to salt
愛撫する,to caress,酸っぱい,sour,強い,strong,味,the taste,噛む,"to chew, to bite",味わう,to savour
擽る,to tickle,苦い,bitter,恐ろしい,horrible,味覚の芽,the taste buds,飲む,to drink,ちびちび飲む,to sip
触る,to touch,おいしい,delicious,無味,tasteless,嫌な,disgusting,食べる,to eat,甘くする,to sweeten
温める,"to warm, to heat",甘い,sweet,舌,the tongue,塩辛い,salty,舐める,to lick,味わう,to taste
香水,the perfume,香り,the aroma,悪臭,the stench,鼻孔,the nostrils,香りがする,to be fragrant,嫌な匂いがする,to smell bad
スモーキー,smoky,匂い,the smell,鼻,the nose,香り,scented,香水に,to perfume,いい匂いがする,to smell nice
無臭,odorless,煙,the smoke,香り,the fragrance,臭い,stinking,匂いがする,to smell,嗅ぐ,to sniff
とても臭い,to stink,粉砕する,to crush,処分する,to dispose,スピンする,to spin,野菜を炒める,to stir-fry vegetables,置く,to put
足す,to add,準備する,to prepare,溶解します,to dissolve,乾かす,to dry up,ものに,to stuff,捨てる,to discard
ソースの風味に,to flavour with sauce,作る,to make,お皿をセットする,to set a plate,液体を拭き取る,"to mop up, to wipe (off)",小麦粉に,to flour,食卓を演出する,to lay the table
ソースを薄くする,to thin a sauce,切る,to cut,トリミングする,to trim,拭く,to wipe,分割します,to split,煮立つ,to simmer
平らにする,to flatten,スライスする,to slice,沸騰する,"to boil, to seeth",広がる,to spread,縛る,to tie up,熱を上げる,to turn up the heat
香り付け,to aromatize,サイコロに,to dice,火傷する,"to scald, to burn",拡大するために,to expand,溶融する,to melt,挽く,to grind
味付け,to flavor,キューブに,to cube,マッシュする,to mash,蒸す,to steam,鞭打ちます,to whip,コートする,to coat
水に,to water,半分にする,to halve,スキムする,to skim,すくう,to scoop out,こする,to rub,そうじする,to clean up
油をたらす,to drizzle with oil,包む,"to cover, to wrap",葉を間引く,to thin out the leaves,形状へ,to shape,付け合わせに,to garnish,結ぶ,to tie
季節に,to season,料理する,to cook,細断する,to shred,ブランチする,to blanch,凍らせる,to frost,削除する,to remove
味付けする,"to season, to add flavour",取り除くために,to get rid of,解明する,to unravel,玉ねぎに,to brown onions,味わう,to taste,開く,to open
柔らかくする,to soften,借方記入する,to debit,垂れ流す,to drain,バーベキューに,to barbecue,グリルする,to grill,香水に,to perfume
磨く,to brush,飾るために,to decorate,緊張する,to strain,焼く,to bake,刻む、刻む,"to chop, to mince",共有する,to share
熱を下げる,to turn down the heat,シェルに,to shell,パスタを排水する,to drain pasta,卵をゆでる,to boil eggs,油に,to oil,合格する,to pass
泡立てる,to whisk (eggs),刻む,"to mince, to carve",崩れる,to crumble,フランベへ,to flambé,組み込む,to incorporate,計量する,to weigh
バターに,to butter,排出する,to disgorge,薄切り,"thin slices, slicing thin",煮る,to bring to a simmer,注入する,to infuse,こねる,to knead
バターを塗る,to spreed the butter,希釈する,to dilute,乳化する,to emulsify,乾杯する,to toast,投げる、,to throw,つまむ,to pinch
沸騰する,to boil,脱型する,to unmould,オーブンに入れる,to place in the oven,魚を焼く,to grill fish,捨てる,to throw away,刺すための,to sting
蒸す,to braise,穴をあける,to pit,保管する,to store,料理をします,to do the dishes,洗う,to wash,場所へ,to place
温める,to heat,骨抜きにする,to debone,纏める,to integrate,煮込む,to stew,滑らかにします,to smooth,プランジへ,to plunge
鑿にする,to chisel,脱塩する,to desalinate,厚くする,to thicken,茶色に炒める,to brown fry,浸軟する,to macerate,卵を密猟する,to poach eggs
貼り付ける,to paste,乾かす,to dry out,種をまく,to seed,軽く炒める,to fry lightly,こねる,to knead,魚を密猟する,to poach fish
着色する,to colour,詳細へ,to detail,剥く,to peel,揚げる,to deep-fry,混ぜる,to mix,コショウする,to pepper
完了する,to complete,緩める,to loosen,スポンジに,to sponge,焼く,to roast,混ぜる,to mix,ポーズする,to pose
カウントする,to count,温度を下げる,to lower the temperature,茎を取り除く,to remove stems,肉を焼く,to roast meat,かき混ぜる,"to stir, scramble",粉にする,to powder
続ける,to continue to,削る,to scrape,上げる,to raise,復元する,to restore,振りかける,to sprinkle,あたためる,to warm
オーブンを予熱する,to preheat the oven,整頓する,to tidy,引き渡す,to hand over,削除する,to remove,乾燥する,to dry,曲がる,to turn
集める,to collect,すりおろす,to grate,記入する,to fill in,反転する,to flip,分離するために,to separate,漬ける,"to dip, to soak"
取る,to take,細断する,to shred,振る,to shake,戻る,to return,締めます,to tighten,選別する,to sort
準備する,to prepare,集まる,to gather,かき混ぜる,to stir,すすぎます,to rinse,奉仕する,to serve,注ぐ,to pour
食事を準備する,to prepare the meal,再加熱,to reheat,零す,to spill,焙煎する,to roast,外出,to get out,空にする,to empty
提示する,to present,再起動します,to restart,分配する,to distribute,転がす,to roll,剪定する,to prune,望む,to desire
押す,to press,なおす,to correct,分割する,to divide,グラブへ,to grab,篩ににかける,to sieve,希望,"hope, wish"
守ること,to protect,削減する,to reduce,休む,to rest,焼く,to sear,布張りする,to upholster,失望,disappointment
傾ける,to tilt,冷やす,to cool down,予約する,to reserve,塩に,to salt,保温します,to keep warm,要望,"demand for, request"
沢山,"a lot, many",綺麗,"pretty, lovely",最終,latest,のんびり,"quietly, leisurely",待つ,to wait,見る,to watch
有能,able,成熟した,mature,ぐうたら,"lazy, worthless",なかなか,quite,起きる,to wake up,ささやく,to whisper
立派な,admirable,意地悪,"mean, malicious",合法的,legal,だいぶ,quite/mostly,洗う,to wash up,口笛を吹く,to whistle
古い,"aged, old",行方不明,missing,軽い,light,無作為に,randomly,着る,to wear,まばたきをする,to wink/
面白い,interesting,用心深い,mistrustful,少し,little,まれに,rarely,勝つ,to win,働く,to work
詰らない,annoying,近代的,modern,生活,living,むしろ,rather,加速する,to accelerate,勤める,to work for
恐ろしい,appalling,不動,motionless,伝統的,"local, traditional",本当に,really,同行する,to accompany,書く,to write
おおよそ,approximately,意欲的,motivated,長い,long,実に,really,拍手する,to applaud,あくびをする,to yawn
びっくり,astonished,涙ぐましい,moving,弱い,low,そこそこ,reasonably,近づく,to approach,フロント,the front
注意深い,attentive,不思議,mysterious,低い,"low, down",定期的に,"regularly, periodically",到着する,to arrive,戻る,the back
魅力的な,attractive,狭い,narrow,もうちょっと,a bit more,めったに,"seldom, rarely",後ろへ,to back,内,"in, inside, within"
じどうてき,automatic,自然,natural,もう少し,a bit more,別々に,separately,噛む,to bite,後ろに,"in back of, behind"
悪い,bad,近い,near,少し,"a little, a bit",ほんきで,seriously,まばたきする,to blink,の前に,in front of
平凡,"banal, common",必要な,necessary,たくさん,"a lot, many",もくもくと,silently,吹く,to blow,の間に,between
耐えられる,bearable,神経質な,nervous,異常に,"abnormally, unusually",単に,simply,壊れる,to break,下,under
綺麗,beautiful,新しい,new,約,"about, approximately",ゆっくり,slowly,呼吸する,to breathe,上に,"on, onto"
大きい,big,次,next,絶対に,"absolutely, definitely",まあまあ,so so,連れてくる,to bring a person,に向かって,toward
苦い,bitter,喧しい,noisy,偶然,accidentally,時々,sometimes,持ってくる,to bring an item,近くに,nearby
つまらなそう,bored,郷愁,nostalgic,後で,"after, later",どこかに,somewhere,回収する,to bring back,隣に,next to
壊れた,broken,多くの,numerous,やっぱり,after all,まもなく,"soon, shortly",報告する,to report,横に,beside
分厚い,bulky,明らかな,obvious,また,again,もうすぐ,soon,建設する,to build,右の方へ,to the right
占有,busy,正式,official,独りで,alone,奇妙なことに,strangely enough,捕らえる,to catch,左に,to the left
静か,"calm, quiet",古い,old,すでに,already,厳密に,strictly,噛む,to chew,外側,outside
魅力的,captivating,営業中,open (for business),もう,"already, again",強く,strongly,選ぶ,to choose,内部,inside
慎重な,careful,楽観的,optimistic,いつも,always,愚かに,stupidly,上る,"to climb, to ascend",の隅に,in the corner of
悲惨,catastrophic,並大抵,ordinary,常に,"always, constantly",突然,suddenly,閉める,to close,周りに,around
愛しい,charming,過密の,overcrowded,どんなときも,anytime,意外と,surprisingly,来る,to come,下に,"below, at the bottom of"
安い,cheap,きがながい,patient,とにかく,anyway,そのとき,then,継続する,to continue,外側,outside
古典的,classic,完全な,perfect,どこでも,"anywhere, everywhere",その後,"then, later",料理する,to cook,正面,in front of
きれい,clean,粘り強い,persevering,どうやら,apparently,そこ,there,料理する,to cook,向かい,"facing, across"
明るい,clear,えんせいてき,pessimistic,なるべく,as much as possible,今日,today,数える,to count,上に,"above, at the top of"
賢い,"clever, intelligent",憤ろしい,pissed off,何時でも,"at any time, at all times",一緒に,together,這う,to crawl,の外,outside of
近い,"close, near",快適,pleasant,最初に,at first,明日,tomorrow,交差する,to cross,遥か,"far away, afar"
閉じた,closed,楽しい,pleasant,ようやく,at last,今夜,tonight,泣く,to cry,近く,near
動きが鈍い,clumsy,有毒な,poisonous,やっと,at last,残念ながら,"unfortunately, sadly",踊る,to dance,近い,close
冷たい,cold (object),貧乏な,poor,自動的に,automatically,普通,"usually, normally",飛び込む,to dive,に対して,against
寒い,cold (weather),有名,"popular, famous",離れて,away,普段,"usually, normally",身をかわす,to dodge,反対,opposite
色鮮やか,colored,正の,positive,わずかに,barely,一所懸命,very hard,夢見る,to dream,の隣に,next to
快適,comfortable,可能な,possible,そろそろ,by now,週一度,weekly,飲む,to drink,まで,"upto, as far as"
営利的,commercial,強力な,powerful,落ち着いて,calmly,上手,well,運転する,to drive,限り,"until, to the limits"
普通,common,貴重な,precious,注意深く,carefully,受け入れる,to accept,食べる,to eat,途中で,in the middle
複雑,complex,精緻,"precise, delicate",慎重に,"carefully, cautiously",追加する,to add,食べる,to eat,どこかに,somewhere
強気,confident,きざ,pretentious,うっかり,carelessly,許す,to allow,入る,to enter,超えて,beyond
べんり,convenient,私的な,private,もちろん,"certainly, of course",答える,to answer,逃げる,to escape,リモート,remote
説得上手,convincing,公共の,public,はっきり,clearly,着く,to arrive,広がる,"to expand, spread out",遠く,"faraway, far-off"
涼しい,cool (weather),せいかく,"punctual, precise",快適に,comfortably,尋ねる,to ask,落ちる,to fall,距離,the distance
正確,"correct, good",速く,quick,一般的に,commonly,出来る,to be able to do,落ちる,to fall,たしょ,elsewhere
勇ましい,courageous,静かな,quiet,完全に,"completely, perfectly",早くなる,to be early,感じる,to feel,ここに,here
頭がおかしい,crazy,珍しい,rare,すっかり,"completely, thoroughly",お腹がすく,to be hungry,浮く,to float,あそこ,over there
尤もらしい,credible,現実的な,realistic,一定して,constantly,遅くなる,to be late,飛ぶ,to fly,場所,the location
文化的,cultural,最近の,recent,正しく,correctly,いる,"to be, there is",折る,to fold,距離,the distance
好奇心旺盛,curious,再生の,recycled,不思議なことに,"curiously, mysteriously",ある,"to be, to exist",従う,to follow,まっすぐ,straight
可愛い,cute,正規の,regular,現在,currently,なる,to become,後に続く,to follow,どこでも,anywhere
危ない,dangerous,頼もしい,"reliable, trustworthy",繊細に,delicately,始める,"to begin, to start",下がる,to get off,垂直,the vertical
暗い,dark,宗教上の,religious,必死に,desperately,信じる,to believe,起き上がる,to get up,水平,the horizontal
眩しい,dazzling,驚くべき,remarkable,早く,"early, quickly",借りる,to borrow,あげる,to give,垂直に,vertically
亡い,dead,責任ある,responsible,簡単に,easily,壊す,to break,行く,to go,横に,horizontally
致命的,deadly,豊富な,rich,あっさり,"easily, readily, quickly",買う,to buy,家に帰る,to go home,上階,upstairs
深く,deep,ロマンチック,romantic,他の場所,elsewhere,電話する,to call (phone),出かける,to go out,階下,downstairs
美味しい,delicious,腐った,rotten,十分,"enough, sufficiently",呼ぶ,"to call, to invite",寝る,to go to bed,離れて,apart
民主的,democratic,悲しい,sad,全て / 全部,"entirely, wholly",持つ,to carry,成長する,to grow,さておき,aside
気が重い,"depressed, disgusted",満足のいく,satisfactory,とくに,especially,変える,to change,屯する,to hang out,どちら側にも,on either side
きつい,determined,満足した,satisfied,結局,"eventually, finally",掃除する,to clean,抱擁する,to hug,両側に,on both sides
別,different,怖い,scary,今までに,"ever, by now",来る,to come,増加する,to increase,フォワード,forward
難しい,difficult,自分勝手,selfish,丁度,exactly,戻ってくる,to come back,飛び上がる,to jump,上下,up and down
汚い,dirty,真面目,serious,例外的に,exceptionally,続ける,to continue,蹴る,to kick,優れました,Superior
塩漬けの,salted,短い,short,すごく,extremely,決める,to decide,キスをする,to kiss,より低い,lower
気持ち悪い,disgusting,恥ずかしい,"shy, embarrssed",非常に,"extremely, exceptionally",降りる,to descend,跪く,to kneel,レベル,the level
遠い,distant,病気,sick,とても,"extremely, very",せんたくする　洗濯する,to do laundry,叩く,to knock,に沿って,along
乾燥,dry,類似,similar,かなり,"fairly, significantly, quite",落とす,to drop,笑う,to laugh,あちこち,here and there
動的,dynamic,単純な,simple,やっと,"finally, at last",終わる,to end,発射する,to launch,どこにも,nowhere
優しい,easy,誠実な,sincere,とうとう,"finally, at last",運動する,to exercise,去る,to leave,屋内,indoor
地球に優しい,ecological,細い,slim,ついに,"finally, at last",存在する,to exist,出発する,to leave,使って,through
